KEY_GAP_TIME_D8,MULTIPLE_KEYS_DOWN_D6,MOUSE_SPEED_D8,MOUSE_DIR_D8,MOUSE_GAP_D5,MOUSE_GAP_D4,MOUSE_SPEED_D4,MOUSE_DDIR_D2,MOUSE_SPEED_D4,MOUSE_GAP_D9,KEY_COUNT,MULTIPLE_KEYS_UP_D1,KEY_TIME,KEY_TIME,MULTIPLE_KEYS_UP,MOUSE_GAP_D3,MANY_KEYS_BY_KEY_PRESSED,MOUSE_DIR_D5,MOUSE_DIR_D5,MOUSE_DIST_D6,GAP_SD,MOUSE_DIST_D5,MOUSE_DIST_D5,MOUSE_GAP_D3,KEY_TIME_D9,MOUSE_GAP_D1,MOUSE_SPEED_D5,MOUSE_DIR_D1,MULTIPLE_KEYS_DOWN,MULTIPLE_KEYS_UP_D7
0.635,1.0,27.662,253.657,0.124,0.105,0.0,0.311,0.0,14.21,1397.0,0.0,0.1,0.1,0.0,0.004,0.284,137.893,137.893,0.0,1.222,0.0,0.0,0.004,0.128,0.002,0.0,64.315,2.0,2.0
0.635,1.0,28.916,253.657,0.124,0.105,0.0,0.296,0.0,14.21,1432.0,0.0,0.1,0.1,1.0,0.004,0.298,141.628,141.628,0.0,1.209,0.0,0.0,0.004,0.128,0.002,0.0,64.315,3.0,2.0
0.635,1.0,27.662,253.657,0.124,0.105,0.0,0.299,0.0,14.21,1465.0,0.0,0.1,0.1,1.0,0.004,0.311,141.628,141.628,0.0,1.195,0.0,0.0,0.004,0.128,0.002,0.0,64.315,1.0,2.0
0.635,1.0,27.662,260.669,0.124,0.105,0.0,0.284,0.0,14.21,1489.0,0.0,0.1,0.1,0.0,0.004,0.311,141.628,141.628,0.0,1.189,0.0,0.0,0.004,0.128,0.002,0.0,64.315,3.0,2.0
0.635,1.0,34.772,260.669,0.124,0.105,0.0,0.277,0.0,14.21,1505.0,0.0,0.1,0.1,1.0,0.004,0.308,141.628,141.628,0.0,1.186,0.0,0.0,0.004,0.128,0.002,0.0,64.315,2.0,2.0
0.635,1.0,34.772,260.669,0.124,0.105,0.0,0.271,0.0,14.21,1535.0,0.0,0.1,0.1,0.0,0.004,0.302,142.41,142.41,0.0,1.176,0.0,0.0,0.004,0.128,0.002,0.0,64.315,3.0,2.0
0.598,1.0,34.772,260.669,0.124,0.105,0.0,0.259,0.0,13.591,1563.0,0.0,0.1,0.1,1.0,0.004,0.296,142.41,142.41,0.0,1.167,0.0,0.0,0.004,0.128,0.002,0.0,67.496,3.0,2.0
0.598,1.0,34.772,260.669,0.124,0.105,0.0,0.248,0.0,13.591,1589.0,0.0,0.1,0.1,1.0,0.004,0.291,142.41,142.41,0.0,1.16,0.0,0.0,0.004,0.128,0.002,0.0,61.454,3.0,2.0
0.598,1.0,34.772,260.669,0.124,0.105,0.0,0.248,0.0,13.591,1630.0,0.0,0.1,0.1,0.0,0.004,0.284,142.41,142.41,0.0,1.146,0.0,0.0,0.004,0.128,0.002,0.0,61.454,2.0,2.0
0.598,1.0,34.772,265.372,0.124,0.105,0.0,0.238,0.0,13.591,1654.0,0.0,0.1,0.1,1.0,0.004,0.28,142.929,142.929,0.0,1.139,0.0,0.0,0.004,0.128,0.002,0.0,67.496,2.0,2.0
0.598,1.0,34.772,265.372,0.124,0.106,0.0,0.228,0.0,13.591,1682.0,0.0,0.1,0.1,0.0,0.004,0.275,142.992,142.992,0.0,1.132,0.0,0.0,0.004,0.128,0.002,0.0,67.496,3.0,2.0
0.582,1.0,38.222,265.372,0.124,0.106,0.0,0.22,0.0,13.591,1718.0,0.0,0.1,0.1,0.0,0.004,0.269,143.368,143.368,0.0,1.12,0.0,0.0,0.004,0.128,0.002,0.0,67.496,2.0,2.0
0.582,1.0,34.772,265.372,0.124,0.106,0.0,0.22,0.0,13.591,1756.0,0.0,0.1,0.1,1.0,0.004,0.264,143.368,143.368,0.0,1.11,0.0,0.0,0.004,0.128,0.002,0.0,67.496,3.0,2.0
0.582,1.0,38.222,268.636,0.124,0.106,0.0,0.212,0.0,13.591,1781.0,0.0,0.1,0.1,2.0,0.004,0.26,143.461,143.461,0.0,1.103,0.0,0.0,0.004,0.128,0.002,0.0,67.496,3.0,2.0
0.582,1.0,40.404,268.636,0.124,0.106,0.0,0.217,0.0,13.591,1807.0,0.0,0.1,0.1,0.0,0.004,0.256,143.368,143.368,0.0,1.097,0.0,0.0,0.004,0.128,0.002,0.0,67.496,2.0,2.0
0.598,1.0,41.51,268.636,0.124,0.106,0.0,0.209,0.0,13.591,1826.0,0.0,0.1,0.1,3.0,0.004,0.254,143.368,143.368,0.0,1.093,0.0,0.0,0.004,0.128,0.002,0.0,67.496,2.0,2.0
0.582,2.0,41.51,268.636,0.124,0.106,0.0,0.209,0.0,13.591,1862.0,0.0,0.1,0.1,0.0,0.004,0.249,143.368,143.368,0.0,1.083,0.0,0.0,0.004,0.128,0.002,0.0,67.496,3.0,2.0
0.582,2.0,41.51,268.636,0.126,0.106,0.0,0.206,0.0,14.21,1889.0,0.0,0.1,0.1,1.0,0.004,0.245,143.611,143.611,0.0,1.076,0.0,0.0,0.004,0.128,0.002,0.0,67.496,2.0,2.0
0.582,2.0,41.51,268.636,0.126,0.106,0.0,0.206,0.0,14.21,1929.0,0.0,0.1,0.1,2.0,0.004,0.24,143.611,143.611,0.0,1.065,0.0,0.0,0.004,0.128,0.002,0.0,67.496,4.0,2.0
0.582,2.0,41.51,268.636,0.126,0.106,0.0,0.202,0.0,14.21,1965.0,0.0,0.1,0.1,3.0,0.004,0.236,143.368,143.368,0.0,1.057,0.0,0.0,0.004,0.128,0.002,0.0,67.496,2.0,2.0
0.582,2.0,41.51,268.636,0.126,0.111,0.0,0.196,0.0,14.21,1987.0,0.0,0.1,0.1,0.0,0.004,0.233,143.368,143.368,0.0,1.053,0.0,0.0,0.004,0.128,0.002,0.0,67.496,3.0,2.0
0.582,2.0,41.51,268.636,0.126,0.111,0.0,0.196,0.0,14.21,2027.0,0.0,0.1,0.1,0.0,0.004,0.228,143.368,143.368,0.0,1.043,0.0,0.0,0.004,0.128,0.002,0.0,67.496,3.0,2.0
0.582,2.0,43.185,274.151,0.126,0.111,0.0,0.19,0.0,14.21,2049.0,0.0,0.1,0.1,0.0,0.006,0.226,143.368,143.368,0.0,1.038,0.0,0.0,0.006,0.128,0.002,0.0,67.496,3.0,2.0
0.582,2.0,43.185,274.151,0.126,0.111,0.0,0.19,0.0,14.21,2085.0,0.0,0.1,0.1,1.0,0.006,0.222,143.368,143.368,0.0,1.03,0.0,0.0,0.006,0.128,0.002,0.0,67.496,2.0,2.0
0.424,5.0,234.396,209.267,0.18,0.097,0.0,0.01,0.0,14.268,1577.0,0.0,0.1,0.1,0.0,0.075,0.029,205.004,205.004,873.36,0.383,0.0,0.0,0.075,0.149,0.003,0.0,25.004,6.0,2.0
0.417,5.0,234.396,209.267,0.18,0.097,0.0,0.01,0.0,14.268,1617.0,0.0,0.1,0.1,1.0,0.075,0.028,205.004,205.004,873.36,0.555,0.0,0.0,0.075,0.149,0.003,0.0,25.004,7.0,2.0
0.417,5.0,234.396,209.267,0.18,0.097,0.0,0.02,0.0,12.781,1644.0,0.0,0.1,0.1,0.0,0.058,0.027,205.004,205.004,873.36,0.556,0.0,0.0,0.058,0.149,0.002,0.0,28.296,7.0,2.0
0.417,5.0,234.396,209.267,0.18,0.097,0.0,0.03,0.0,12.781,1683.0,0.0,0.1,0.1,0.0,0.058,0.027,205.004,205.004,583.342,0.552,0.0,0.0,0.058,0.149,0.002,0.0,28.296,7.0,2.0
0.417,5.0,234.396,209.267,0.18,0.097,0.0,0.03,0.0,12.781,1726.0,0.0,0.1,0.1,3.0,0.058,0.026,205.004,205.004,583.342,0.545,0.0,0.0,0.058,0.149,0.002,0.0,28.296,6.0,2.0
0.417,5.0,234.396,209.358,0.18,0.097,0.0,0.039,0.0,14.268,1759.0,0.0,0.1,0.1,1.0,0.075,0.026,205.004,205.004,583.342,0.542,0.0,0.0,0.075,0.149,0.002,0.0,28.296,7.0,2.0
0.417,5.0,234.396,209.358,0.18,0.097,0.0,0.039,0.0,14.268,1799.0,0.0,0.1,0.1,2.0,0.075,0.025,205.004,205.004,583.342,0.536,0.0,0.0,0.075,0.146,0.002,0.0,28.296,6.0,2.0
0.417,6.0,234.396,209.358,0.18,0.097,0.0,0.048,0.0,14.268,1831.0,0.0,0.1,0.1,0.0,0.075,0.025,205.004,205.004,583.342,0.534,0.0,0.0,0.075,0.146,0.002,0.0,28.296,6.0,2.0
0.417,6.0,234.396,209.358,0.18,0.097,0.0,0.056,0.0,14.268,1872.0,0.0,0.1,0.1,2.0,0.058,0.024,205.004,205.004,583.342,0.53,0.0,0.0,0.058,0.146,0.002,0.0,28.296,5.0,2.0
0.417,6.0,234.396,209.358,0.18,0.097,0.0,0.056,0.0,14.268,1911.0,0.0,0.1,0.1,3.0,0.058,0.024,205.004,205.004,583.342,0.525,0.0,0.0,0.058,0.146,0.002,0.0,28.296,5.0,2.0
0.417,6.0,234.396,211.131,0.18,0.097,0.0,0.064,0.0,14.268,1943.0,0.0,0.1,0.1,0.0,0.058,0.023,205.004,205.004,583.342,0.521,0.0,0.0,0.058,0.146,0.002,0.0,28.296,5.0,2.0
0.417,6.0,234.396,211.131,0.18,0.088,0.0,0.064,0.0,14.268,1983.0,0.0,0.1,0.1,1.0,0.057,0.023,205.004,205.004,583.342,0.518,0.0,0.0,0.057,0.146,0.002,0.0,28.296,4.0,2.0
0.406,5.0,234.396,211.131,0.18,0.097,0.0,0.072,0.0,14.268,2022.0,0.0,0.1,0.1,0.0,0.068,0.022,205.004,205.004,583.342,0.513,0.0,0.0,0.068,0.146,0.002,0.0,28.296,4.0,2.0
0.406,6.0,234.396,211.131,0.18,0.088,0.0,0.072,0.0,14.268,2065.0,0.0,0.1,0.1,0.0,0.057,0.022,205.004,205.004,583.342,0.512,0.0,0.0,0.057,0.146,0.002,0.0,28.296,6.0,2.0
0.39,6.0,234.396,211.131,0.18,0.097,0.0,0.08,0.0,14.606,2114.0,0.0,0.1,0.1,0.0,0.057,0.021,205.004,205.004,583.342,0.506,0.0,0.0,0.057,0.145,0.002,0.0,28.296,5.0,2.0
0.391,6.0,234.396,211.131,0.18,0.097,0.0,0.08,0.0,14.606,2156.0,0.0,0.1,0.1,1.0,0.057,0.021,205.004,205.004,583.342,0.502,0.0,0.0,0.057,0.145,0.002,0.0,28.296,6.0,2.0
0.39,6.0,234.396,211.131,0.18,0.097,0.0,0.087,0.0,14.606,2195.0,0.0,0.1,0.1,0.0,0.057,0.021,205.004,205.004,583.342,0.498,0.0,0.0,0.057,0.145,0.002,0.0,28.296,5.0,2.0
0.39,6.0,234.396,211.131,0.18,0.097,0.0,0.087,0.0,14.606,2239.0,0.0,0.1,0.1,1.0,0.057,0.02,205.004,205.004,583.342,0.497,0.0,0.0,0.057,0.145,0.002,0.0,28.296,5.0,2.0
0.39,6.0,234.396,211.131,0.18,0.097,0.0,0.086,0.0,14.606,2253.0,0.0,0.1,0.1,0.0,0.057,0.02,205.004,205.004,583.342,0.499,0.0,0.0,0.057,0.145,0.002,0.0,28.296,3.0,2.0
0.39,6.0,234.396,211.131,0.18,0.097,0.0,0.086,0.0,14.606,2302.0,0.0,0.1,0.1,2.0,0.057,0.02,205.004,205.004,583.342,0.499,0.0,0.0,0.057,0.145,0.002,0.0,28.296,4.0,2.0
0.39,5.0,234.396,211.137,0.18,0.097,0.0,0.083,0.0,14.606,2352.0,1.0,0.1,0.1,1.0,0.057,0.019,205.004,205.004,583.342,0.495,0.0,0.0,0.057,0.145,0.002,0.0,28.296,5.0,2.0
0.39,5.0,234.396,211.137,0.18,0.097,0.0,0.082,0.0,14.606,2372.0,0.0,0.2,0.2,1.0,0.057,0.019,205.004,205.004,583.342,0.496,0.0,0.0,0.057,0.145,0.002,0.0,28.296,5.0,2.0
0.38,6.0,234.396,211.137,0.18,0.097,0.0,0.082,0.0,14.606,2423.0,1.0,0.1,0.1,3.0,0.057,0.019,205.004,205.004,583.342,0.49,0.0,0.0,0.057,0.145,0.002,0.0,28.296,7.0,2.0
0.39,6.0,234.396,211.137,0.18,0.097,0.0,0.08,0.0,14.606,2447.0,0.0,0.1,0.1,2.0,0.057,0.018,205.004,205.004,583.342,0.49,0.0,0.0,0.057,0.145,0.002,0.0,28.296,7.0,2.0
0.38,6.0,234.396,211.137,0.204,0.097,0.0,0.078,0.0,14.606,2491.0,0.0,0.1,0.1,0.0,0.057,0.018,205.004,205.004,583.342,0.486,0.0,0.0,0.057,0.145,0.002,0.0,28.296,6.0,2.0
0.38,6.0,234.396,211.137,0.18,0.097,0.0,0.078,0.0,14.606,2536.0,1.0,0.1,0.1,2.0,0.057,0.018,205.004,205.004,583.342,0.483,0.0,0.0,0.057,0.145,0.002,0.0,28.296,8.0,2.0
0.54,3.0,84.873,220.177,0.147,0.099,0.0,0.051,0.0,17.229,1451.0,0.0,0.1,0.1,4.0,0.076,0.276,208.86,208.86,0.0,0.382,0.0,0.0,0.076,0.132,0.002,0.0,39.765,3.0,2.0
0.54,3.0,84.873,220.927,0.147,0.111,0.0,0.072,0.0,17.229,1459.0,0.0,0.1,0.1,0.0,0.076,0.278,208.86,208.86,0.0,0.382,0.0,0.0,0.076,0.132,0.002,0.0,39.765,1.0,2.0
0.54,3.0,84.873,220.927,0.147,0.099,0.0,0.072,0.0,17.229,1496.0,0.0,0.1,0.1,0.0,0.076,0.293,208.86,208.86,0.0,1.229,0.0,0.0,0.076,0.132,0.002,0.0,39.765,2.0,2.0
0.54,3.0,75.863,222.07,0.147,0.099,0.0,0.079,0.0,17.229,1533.0,0.0,0.1,0.1,0.0,0.076,0.311,208.86,208.86,0.0,1.214,0.0,0.0,0.076,0.132,0.002,0.0,39.765,1.0,2.0
0.54,3.0,75.863,222.07,0.122,0.099,0.0,0.079,0.0,17.229,1570.0,0.0,0.1,0.1,1.0,0.076,0.308,208.86,208.86,0.0,1.202,0.0,0.0,0.076,0.132,0.002,0.0,39.765,2.0,2.0
0.502,3.0,85.191,227.294,0.122,0.103,0.0,0.086,0.0,17.229,1604.0,0.0,0.1,0.1,0.0,0.076,0.301,208.86,208.86,0.0,1.191,0.0,0.0,0.076,0.132,0.002,0.0,39.765,3.0,2.0
0.502,3.0,85.191,227.294,0.122,0.103,0.0,0.086,0.0,17.229,1641.0,0.0,0.1,0.1,1.0,0.076,0.294,208.86,208.86,0.0,1.178,0.0,0.0,0.076,0.132,0.002,0.0,39.765,4.0,2.0
0.492,3.0,85.191,227.294,0.122,0.103,0.0,0.086,0.0,17.229,1685.0,0.0,0.1,0.1,3.0,0.076,0.287,208.86,208.86,0.0,1.163,0.0,0.0,0.076,0.132,0.002,0.0,39.765,4.0,2.0
0.492,3.0,75.863,228.316,0.125,0.103,0.0,0.092,0.0,17.229,1712.0,0.0,0.1,0.1,0.0,0.059,0.282,208.86,208.86,0.0,1.155,0.0,0.0,0.059,0.132,0.002,0.0,40.096,5.0,2.0
0.492,3.0,75.863,228.316,0.125,0.099,0.0,0.098,0.0,17.229,1735.0,0.0,0.1,0.1,0.0,0.059,0.278,208.86,208.86,0.0,1.15,0.0,0.0,0.059,0.129,0.002,0.0,40.096,5.0,2.0
0.492,3.0,75.863,228.316,0.122,0.099,0.0,0.103,0.0,17.229,1766.0,0.0,0.1,0.1,0.0,0.029,0.273,208.86,208.86,0.0,1.142,0.0,0.0,0.029,0.129,0.002,0.0,40.096,5.0,2.0
0.492,3.0,75.863,228.316,0.122,0.099,0.0,0.109,0.0,17.229,1794.0,0.0,0.1,0.1,1.0,0.029,0.269,208.86,208.86,0.0,1.134,0.0,0.0,0.029,0.129,0.002,0.0,40.096,3.0,2.0
0.492,3.0,75.863,237.812,0.122,0.099,0.0,0.114,0.0,17.229,1834.0,0.0,0.1,0.1,0.0,0.059,0.263,208.86,208.86,0.0,1.122,0.0,0.0,0.059,0.129,0.002,0.0,40.096,3.0,2.0
0.492,3.0,75.863,237.812,0.122,0.099,0.0,0.114,0.0,17.229,1872.0,0.0,0.1,0.1,2.0,0.029,0.258,208.86,208.86,0.0,1.112,0.0,0.0,0.029,0.129,0.002,0.0,40.096,5.0,2.0
0.492,3.0,75.863,237.812,0.122,0.099,0.0,0.111,0.0,17.229,1902.0,0.0,0.1,0.1,3.0,0.029,0.254,208.86,208.86,0.0,1.103,0.0,0.0,0.029,0.129,0.002,0.0,40.096,3.0,2.0
0.492,3.0,75.863,238.653,0.122,0.099,0.0,0.108,0.0,17.229,1938.0,0.0,0.1,0.1,1.0,0.029,0.249,208.86,208.86,0.0,1.095,0.0,0.0,0.029,0.129,0.002,0.0,40.096,4.0,2.0
0.492,3.0,75.863,238.653,0.122,0.099,0.0,0.105,0.0,17.229,1983.0,0.0,0.1,0.1,0.0,0.059,0.244,208.86,208.86,0.0,1.083,0.0,0.0,0.059,0.129,0.002,0.0,40.096,4.0,2.0
0.484,3.0,85.191,238.653,0.122,0.103,0.0,0.102,0.0,17.229,2029.0,0.0,0.1,0.1,0.0,0.059,0.238,208.86,208.86,0.0,1.071,0.0,0.0,0.059,0.129,0.002,0.0,40.096,3.0,2.0
0.484,3.0,85.191,251.313,0.122,0.103,0.0,0.099,0.0,17.229,2078.0,0.0,0.1,0.1,0.0,0.059,0.232,208.86,208.86,0.0,1.059,0.0,0.0,0.059,0.129,0.002,0.0,40.096,3.0,2.0
0.484,3.0,85.191,251.313,0.122,0.103,0.0,0.097,0.0,17.229,2127.0,0.0,0.1,0.1,0.0,0.059,0.227,208.86,208.86,0.0,1.048,0.0,0.0,0.059,0.129,0.002,0.0,40.177,3.0,2.0
0.484,3.0,85.191,251.313,0.122,0.099,0.0,0.097,0.0,17.229,2170.0,0.0,0.1,0.1,1.0,0.059,0.223,208.86,208.86,0.0,1.039,0.0,0.0,0.059,0.129,0.002,0.0,40.177,4.0,2.0
0.484,3.0,85.191,251.313,0.122,0.103,0.0,0.094,0.0,17.229,2211.0,0.0,0.1,0.1,0.0,0.059,0.218,208.86,208.86,0.0,1.029,0.0,0.0,0.059,0.129,0.002,0.0,40.177,5.0,2.0
0.458,3.0,85.191,251.313,0.122,0.103,0.0,0.094,0.0,17.229,2254.0,0.0,0.1,0.1,0.0,0.059,0.214,208.86,208.86,0.0,1.02,0.0,0.0,0.059,0.128,0.002,0.0,40.177,4.0,2.0
0.458,3.0,85.191,251.313,0.122,0.103,0.0,0.092,0.0,17.229,2293.0,0.0,0.1,0.1,2.0,0.059,0.211,208.86,208.86,0.0,1.012,0.0,0.0,0.059,0.128,0.002,0.0,40.177,5.0,2.0
0.447,1.0,12.969,266.309,0.232,0.225,0.0,0.184,0.0,12.617,229.0,0.0,0.1,0.1,2.0,0.008,0.087,67.548,67.548,0.0,0.734,0.0,0.0,0.008,0.105,0.001,0.0,45.0,2.0,2.0
0.447,1.0,30.03,266.309,0.232,0.227,0.0,0.116,0.0,13.007,263.0,0.0,0.1,0.1,0.0,0.218,0.084,67.548,67.548,48.083,0.687,0.0,0.0,0.218,0.115,0.001,0.0,37.635,2.0,2.0
0.447,1.0,30.03,266.309,0.232,0.227,0.0,0.084,0.0,13.007,287.0,0.0,0.1,0.1,1.0,0.218,0.077,67.548,67.548,0.0,0.684,0.0,0.0,0.218,0.115,0.001,0.0,37.635,3.0,2.0
0.447,1.0,53.414,260.538,0.232,0.227,0.0,0.066,0.0,13.007,317.0,0.0,0.1,0.1,0.0,0.218,0.069,67.548,67.548,48.083,0.659,0.0,0.0,0.218,0.107,0.001,0.0,37.635,3.0,2.0
0.447,1.0,55.759,260.538,0.235,0.227,0.0,0.055,0.0,13.007,344.0,0.0,0.1,0.1,0.0,0.218,0.064,67.548,67.548,48.083,0.645,0.0,0.0,0.218,0.111,0.001,0.0,37.635,3.0,2.0
0.447,2.0,55.759,217.635,0.235,0.232,0.0,0.047,0.0,12.617,382.0,0.0,0.1,0.1,2.0,0.218,0.058,67.548,67.548,48.083,0.617,0.0,0.0,0.218,0.107,0.001,0.0,37.635,3.0,2.0
0.447,2.0,113.96,260.538,0.235,0.232,0.0,0.036,0.0,12.617,406.0,0.0,0.1,0.1,0.0,0.218,0.054,67.548,67.548,48.083,0.607,0.0,0.0,0.218,0.109,0.001,0.0,37.635,2.0,2.0
0.447,2.0,113.96,217.635,0.235,0.232,0.0,0.032,0.0,12.617,437.0,0.0,0.1,0.1,0.0,0.218,0.05,67.548,67.548,48.083,0.601,0.0,0.0,0.218,0.111,0.001,0.0,37.635,2.0,2.0
0.447,2.0,113.96,217.635,0.235,0.232,0.0,0.029,0.0,12.617,467.0,0.0,0.1,0.1,0.0,0.218,0.047,67.548,67.548,118.457,0.59,0.0,0.0,0.218,0.111,0.001,0.0,37.635,1.0,2.0
0.429,2.0,127.77,217.635,0.235,0.233,0.0,0.027,0.0,9.253,499.0,0.0,0.1,0.1,0.0,0.218,0.108,67.548,67.548,118.457,0.575,0.0,0.0,0.218,0.112,0.001,0.0,37.635,1.0,2.0
0.429,2.0,127.77,217.635,0.237,0.233,0.0,0.025,0.0,9.253,529.0,0.0,0.1,0.1,0.0,0.218,0.159,67.548,67.548,118.457,0.567,0.0,0.0,0.218,0.115,0.001,0.0,37.635,2.0,2.0
0.429,2.0,127.77,217.635,0.236,0.233,0.0,0.025,0.0,12.617,554.0,0.0,0.1,0.1,2.0,0.218,0.152,105.376,105.376,48.083,0.583,0.0,0.0,0.218,0.115,0.001,0.0,37.635,2.0,2.0
0.429,2.0,113.96,217.635,0.236,0.233,0.0,0.027,0.0,9.253,581.0,0.0,0.1,0.1,2.0,0.218,0.145,88.958,88.958,48.083,0.574,0.0,0.0,0.218,0.116,0.001,0.0,37.635,2.0,2.0
0.447,2.0,127.77,217.635,0.236,0.233,0.0,0.025,0.0,9.253,604.0,0.0,0.1,0.1,3.0,0.218,0.139,88.958,88.958,48.083,0.575,0.0,0.0,0.218,0.116,0.001,0.0,37.635,2.0,2.0
0.429,2.0,127.77,217.635,0.236,0.233,0.0,0.024,0.0,9.253,645.0,0.0,0.1,0.1,0.0,0.218,0.13,105.376,105.376,48.083,0.57,0.0,0.0,0.218,0.116,0.001,0.0,37.635,3.0,2.0
0.431,2.0,127.77,217.635,0.236,0.233,0.0,0.024,0.0,9.253,674.0,0.0,0.1,0.1,2.0,0.218,0.125,88.958,88.958,48.083,0.559,0.0,0.0,0.218,0.116,0.001,0.0,37.635,2.0,2.0
0.429,2.0,127.77,217.635,0.237,0.233,0.0,0.022,0.0,12.617,708.0,0.0,0.1,0.1,0.0,0.218,0.119,88.958,88.958,48.083,0.547,0.0,0.0,0.218,0.116,0.001,0.0,37.635,2.0,2.0
0.429,2.0,127.77,217.635,0.236,0.233,0.0,0.022,0.0,12.617,740.0,0.0,0.1,0.1,2.0,0.218,0.114,88.958,88.958,48.083,0.542,0.0,0.0,0.218,0.116,0.001,0.0,37.635,3.0,2.0
0.447,2.0,127.77,218.873,0.237,0.233,0.0,0.021,0.0,13.007,766.0,0.0,0.1,0.1,0.0,0.218,0.11,88.958,88.958,118.457,0.535,0.0,0.0,0.218,0.116,0.001,0.0,37.635,2.0,2.0
0.429,2.0,127.77,218.873,0.237,0.232,0.0,0.021,0.0,13.007,809.0,0.0,0.1,0.1,1.0,0.218,0.104,88.958,88.958,48.083,0.523,0.0,0.0,0.218,0.116,0.001,0.0,37.635,3.0,2.0
0.415,2.0,127.77,218.873,0.237,0.232,0.0,0.02,0.0,13.007,839.0,0.0,0.1,0.1,2.0,0.218,0.1,88.958,88.958,48.083,0.521,0.0,0.0,0.218,0.116,0.001,0.0,37.635,2.0,2.0
0.402,2.0,127.77,218.873,0.237,0.232,0.0,0.02,0.0,13.007,888.0,0.0,0.1,0.1,1.0,0.218,0.095,88.958,88.958,48.083,0.507,0.0,0.0,0.218,0.116,0.001,0.0,37.635,3.0,2.0
0.402,3.0,127.77,218.873,0.237,0.232,0.0,0.018,0.0,13.007,923.0,0.0,0.1,0.1,1.0,0.218,0.091,88.958,88.958,118.457,0.5,0.0,0.0,0.218,0.116,0.001,0.0,37.635,4.0,2.0
0.392,3.0,127.77,218.873,0.237,0.232,0.0,0.017,0.0,13.007,964.0,0.0,0.1,0.1,0.0,0.218,0.087,88.958,88.958,118.457,0.489,0.0,0.0,0.218,0.116,0.001,0.0,37.635,2.0,2.0
0.402,3.0,141.369,218.873,0.237,0.232,0.0,0.017,0.0,13.007,995.0,0.0,0.1,0.1,2.0,0.218,0.084,88.958,88.958,118.457,0.486,0.0,0.0,0.218,0.115,0.001,0.0,37.635,2.0,2.0
0.392,3.0,141.369,218.873,0.237,0.232,0.0,0.017,0.0,13.007,1036.0,0.0,0.1,0.1,3.0,0.218,0.081,88.958,88.958,118.457,0.478,0.0,0.0,0.218,0.115,0.001,0.0,37.635,2.0,2.0
0.392,3.0,141.369,218.873,0.237,0.232,0.0,0.016,0.0,13.007,1073.0,0.0,0.1,0.1,2.0,0.218,0.078,88.958,88.958,118.457,0.474,0.0,0.0,0.218,0.115,0.001,0.0,37.635,3.0,2.0
0.386,3.0,141.369,218.873,0.237,0.233,0.0,0.015,0.0,13.007,1110.0,0.0,0.1,0.1,0.0,0.218,0.076,88.958,88.958,118.457,0.467,0.0,0.0,0.218,0.116,0.001,0.0,37.635,3.0,2.0
0.392,3.0,141.369,218.873,0.237,0.232,0.0,0.015,0.0,13.007,1146.0,0.0,0.1,0.1,0.0,0.218,0.073,88.958,88.958,118.457,0.462,0.0,0.0,0.218,0.116,0.001,0.0,37.635,4.0,2.0
0.386,3.0,141.369,218.873,0.237,0.233,0.0,0.015,0.0,13.007,1181.0,0.0,0.2,0.2,2.0,0.218,0.071,88.958,88.958,118.457,0.459,0.0,0.0,0.218,0.116,0.001,0.0,37.635,3.0,2.0
0.386,3.0,141.369,218.873,0.237,0.233,0.0,0.015,0.0,13.007,1228.0,0.0,0.1,0.1,1.0,0.218,0.068,88.958,88.958,118.457,0.451,0.0,0.0,0.218,0.116,0.001,0.0,37.635,4.0,2.0
0.386,3.0,141.369,218.873,0.237,0.233,0.0,0.014,0.0,13.007,1258.0,0.0,0.1,0.1,0.0,0.218,0.067,88.958,88.958,118.457,0.451,0.0,0.0,0.218,0.115,0.001,0.0,37.635,5.0,2.0
0.375,3.0,141.369,218.873,0.237,0.233,0.0,0.014,0.0,13.007,1302.0,0.0,0.1,0.1,1.0,0.218,0.065,88.958,88.958,118.457,0.444,0.0,0.0,0.218,0.115,0.001,0.0,37.635,4.0,2.0
0.37,3.0,160.814,218.873,0.237,0.234,0.0,0.013,0.0,13.425,1338.0,0.0,0.1,0.1,1.0,0.218,0.063,88.958,88.958,118.457,0.44,0.0,0.0,0.218,0.115,0.001,0.0,37.635,2.0,2.0
0.37,3.0,141.369,218.873,0.237,0.234,0.0,0.013,0.0,13.425,1375.0,0.0,0.1,0.1,2.0,0.218,0.061,88.958,88.958,118.457,0.436,0.0,0.0,0.218,0.115,0.001,0.0,37.635,2.0,2.0
0.37,3.0,160.814,218.873,0.237,0.234,0.0,0.013,0.0,13.425,1404.0,0.0,0.1,0.1,3.0,0.218,0.06,88.958,88.958,118.457,0.435,0.0,0.0,0.218,0.115,0.001,0.0,37.635,3.0,2.0
0.37,3.0,160.814,218.873,0.237,0.234,0.0,0.012,0.0,13.425,1424.0,0.0,0.1,0.1,0.0,0.218,0.059,88.958,88.958,118.457,0.437,0.0,0.0,0.218,0.115,0.001,0.0,37.635,3.0,2.0
0.363,3.0,160.814,218.873,0.237,0.234,0.0,0.012,0.0,13.425,1470.0,1.0,0.1,0.1,2.0,0.218,0.057,88.958,88.958,118.457,0.436,0.0,0.0,0.218,0.115,0.001,0.0,37.635,3.0,2.0
