A_KEY_TIME_MEAN,BOTH_DEV_CC_COUNT,GAP_D1,GAP_D5,GAP_SD,KEY_COUNT,KEY_TIME,MANY_KEYS_BY_KEY_PRESSED,MOUSE_COUNT,MOUSE_DDIR_D1,MOUSE_DDIR_D2,MOUSE_DDIR_D3,MOUSE_DIR_D1,MOUSE_DIR_D5,MOUSE_DIR_D6,MOUSE_DIST_D1,MOUSE_DIST_D2,MOUSE_DIST_D3,MOUSE_DIST_D4,MOUSE_DIST_D5,MOUSE_DIST_D6,MOUSE_DIST_D7,MOUSE_GAP_D1,MOUSE_GAP_D2,MOUSE_GAP_D3,MOUSE_SPEED_D1,MOUSE_SPEED_D2,MOUSE_SPEED_D3,MOUSE_SPEED_D5,MULTIPLE_KEYS_DOWN,MULTIPLE_KEYS_DOWN_D1,MULTIPLE_KEYS_UP,MULTIPLE_KEYS_UP_D1
0.106,0.77,0.015,0.077,0.93,2429.0,0.1,0.113,227,0.347,0.147,0.006,31.244,100.125,210.616,0.0,0.0,0.0,0.0,1.0,643.749,707.373,0.002,0.003,0.095,0.0,0.0,0.0,7.84,3.0,2.0,2.0,1.0
0.089,0.0,0.073,0.106,1.858,113.0,0.1,0.381,20,0.226,0.225,0.038,41.855,225.105,225.105,0.0,0.0,0.0,0.0,0.0,2.236,55.973,0.002,0.002,0.003,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0.089,0.0,0.074,0.106,1.821,120.0,0.1,0.417,20,0.226,0.225,0.038,41.855,225.105,225.105,0.0,0.0,0.0,0.0,0.0,2.236,55.973,0.002,0.002,0.003,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0.09,0.0,0.031,0.097,1.645,165.0,0.1,0.37,20,0.226,0.225,0.038,41.855,225.105,225.105,0.0,0.0,0.0,0.0,0.0,2.236,55.973,0.002,0.002,0.003,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0.09,0.0,0.031,0.101,1.598,176.0,0.1,0.403,20,0.226,0.225,0.038,41.855,225.105,225.105,0.0,0.0,0.0,0.0,0.0,2.236,55.973,0.002,0.002,0.003,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0.09,0.0,0.031,0.101,1.646,178.0,0.1,0.41,20,0.226,0.225,0.038,41.855,225.105,225.105,0.0,0.0,0.0,0.0,0.0,2.236,55.973,0.002,0.002,0.003,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.091,0.0,0.031,0.101,1.58,192.0,0.1,0.453,24,0.268,0.199,0.033,41.855,138.621,225.105,0.0,0.0,0.0,0.0,0.0,2.236,129.553,0.002,0.002,0.003,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.091,0.0,0.031,0.101,1.627,202.0,0.1,0.48,26,0.268,0.199,0.033,41.855,138.621,225.105,0.0,0.0,0.0,0.0,0.0,2.236,7.071,0.002,0.002,0.003,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0.09,0.0,0.054,0.104,1.546,223.0,0.1,0.52,28,0.338,0.139,0.023,40.853,138.621,220.853,0.0,0.0,0.0,0.0,0.0,7.071,141.51,0.002,0.002,0.124,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.09,0.0,0.055,0.104,1.5,240.0,0.1,0.55,30,0.338,0.139,0.023,40.853,138.621,220.853,0.0,0.0,0.0,0.0,0.0,2.236,141.51,0.002,0.002,0.003,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
0.089,0.0,0.055,0.102,1.456,254.0,0.1,0.571,32,0.376,0.107,0.018,40.853,138.621,220.853,0.0,0.0,0.0,0.0,0.0,7.071,141.51,0.002,0.003,0.124,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.089,0.0,0.055,0.102,1.466,279.0,0.1,0.606,34,0.376,0.107,0.018,40.853,138.621,220.853,0.0,0.0,0.0,0.0,0.0,7.071,141.51,0.002,0.003,0.124,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0.089,0.125,0.055,0.104,1.458,289.0,0.1,0.616,38,0.399,0.086,0.015,40.853,138.621,220.853,0.0,0.0,0.0,0.0,0.0,7.071,141.51,0.002,0.003,0.124,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
0.089,0.125,0.055,0.104,1.403,313.0,0.1,0.642,38,0.399,0.086,0.015,40.853,138.621,220.853,0.0,0.0,0.0,0.0,0.0,7.071,141.51,0.002,0.003,0.124,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0.089,0.111,0.055,0.102,1.382,322.0,0.1,0.649,40,0.414,0.073,0.012,40.853,138.621,220.853,0.0,0.0,0.0,0.0,0.0,129.553,770.748,0.002,0.003,0.124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.089,0.111,0.058,0.104,1.404,337.0,0.1,0.623,45,0.414,0.073,0.012,40.853,138.621,220.853,0.0,0.0,0.0,0.0,0.0,7.071,141.51,0.002,0.003,0.124,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.089,0.1,0.058,0.104,1.405,351.0,0.1,0.604,49,0.426,0.063,0.011,40.853,138.621,220.853,0.0,0.0,0.0,0.0,0.0,7.071,183.306,0.002,0.003,0.124,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0.089,0.1,0.069,0.106,1.373,368.0,0.1,0.622,49,0.426,0.063,0.011,40.853,138.621,220.853,0.0,0.0,0.0,0.0,0.0,7.071,183.306,0.002,0.003,0.124,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
0.089,0.182,0.069,0.104,1.371,383.0,0.1,0.632,56,0.433,0.055,0.009,40.853,138.621,220.853,0.0,0.0,0.0,0.0,0.0,7.071,770.748,0.002,0.003,0.124,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.089,0.182,0.067,0.104,1.353,413.0,0.1,0.586,56,0.433,0.055,0.009,40.853,138.621,220.853,0.0,0.0,0.0,0.0,0.0,7.071,770.748,0.002,0.003,0.124,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.089,0.182,0.069,0.104,1.336,429.0,0.1,0.564,60,0.439,0.05,0.008,40.853,138.621,220.853,0.0,0.0,0.0,0.0,0.0,7.071,770.748,0.002,0.003,0.124,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.089,0.182,0.069,0.104,1.322,444.0,0.1,0.545,62,0.445,0.045,0.008,40.853,138.621,220.853,0.0,0.0,0.0,0.0,0.0,129.553,770.748,0.002,0.003,0.124,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.089,0.182,0.069,0.103,1.296,474.0,0.1,0.574,65,0.453,0.044,0.007,30.059,138.621,220.853,0.0,0.0,0.0,0.0,0.0,129.553,770.748,0.002,0.003,0.124,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.089,0.167,0.069,0.103,1.365,480.0,0.1,0.579,70,0.449,0.044,0.007,30.059,138.621,220.853,0.0,0.0,0.0,0.0,0.0,7.071,770.748,0.002,0.003,0.124,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0.089,0.167,0.07,0.104,1.353,491.0,0.1,0.587,70,0.449,0.044,0.007,30.059,138.621,220.853,0.0,0.0,0.0,0.0,0.0,7.071,770.748,0.002,0.003,0.124,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0.089,0.154,0.07,0.104,1.335,505.0,0.1,0.596,72,0.454,0.04,0.007,38.306,138.621,220.853,0.0,0.0,0.0,0.0,0.0,129.553,770.748,0.002,0.003,0.124,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.089,0.154,0.07,0.106,1.348,522.0,0.1,0.607,74,0.454,0.04,0.007,38.306,138.621,220.853,0.0,0.0,0.0,0.0,0.0,7.071,770.748,0.002,0.003,0.124,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0.089,0.143,0.07,0.106,1.338,537.0,0.1,0.616,78,0.458,0.037,0.006,38.306,138.621,220.853,0.0,0.0,0.0,0.0,0.0,129.553,770.748,0.002,0.003,0.124,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0.09,0.143,0.07,0.106,1.302,567.0,0.1,0.631,78,0.458,0.037,0.006,38.306,138.621,220.853,0.0,0.0,0.0,0.0,0.0,129.553,770.748,0.002,0.003,0.124,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.09,0.2,0.07,0.106,1.302,567.0,0.1,0.631,80,0.423,0.07,0.006,38.306,138.621,220.853,0.0,0.0,0.0,0.0,0.0,129.553,770.748,0.002,0.003,0.124,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.09,0.2,0.07,0.106,1.384,582.0,0.1,0.639,82,0.423,0.07,0.006,38.306,138.621,220.853,0.0,0.0,0.0,0.0,0.0,129.553,770.748,0.003,0.003,0.124,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.09,0.2,0.069,0.106,1.34,622.0,0.1,0.659,82,0.423,0.07,0.006,38.306,138.621,220.853,0.0,0.0,0.0,0.0,0.0,129.553,770.748,0.003,0.003,0.124,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.089,0.188,0.069,0.106,1.33,636.0,0.1,0.665,86,0.429,0.065,0.005,38.306,138.621,220.853,0.0,0.0,0.0,0.0,0.0,129.553,770.748,0.003,0.003,0.124,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
0.089,0.188,0.067,0.104,1.292,675.0,0.1,0.684,86,0.429,0.065,0.005,38.306,138.621,220.853,0.0,0.0,0.0,0.0,0.0,129.553,770.748,0.003,0.003,0.124,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0.089,0.235,0.069,0.104,1.287,686.0,0.1,0.676,90,0.434,0.061,0.005,38.306,138.621,220.853,0.0,0.0,0.0,0.0,0.0,129.553,787.871,0.003,0.003,0.124,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.089,0.235,0.067,0.103,1.248,730.0,0.1,0.637,90,0.434,0.061,0.005,38.306,138.621,220.853,0.0,0.0,0.0,0.0,0.0,129.553,787.871,0.003,0.003,0.124,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.089,0.278,0.067,0.103,1.248,740.0,0.1,0.641,97,0.406,0.089,0.005,40.853,218.306,220.853,0.0,0.0,0.0,0.0,0.0,129.553,787.871,0.003,0.003,0.124,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0.089,0.278,0.067,0.104,1.23,763.0,0.1,0.649,97,0.406,0.089,0.005,40.853,218.306,220.853,0.0,0.0,0.0,0.0,0.0,129.553,787.871,0.003,0.003,0.124,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
0.089,0.278,0.067,0.103,1.22,787.0,0.1,0.657,97,0.406,0.089,0.005,40.853,218.306,220.853,0.0,0.0,0.0,0.0,0.0,129.553,787.871,0.003,0.003,0.124,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.089,0.263,0.067,0.104,1.214,800.0,0.1,0.661,101,0.411,0.084,0.004,40.853,218.306,220.853,0.0,0.0,0.0,0.0,0.0,129.553,787.871,0.003,0.003,0.124,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0.089,0.263,0.065,0.103,1.19,833.0,0.1,0.671,101,0.411,0.084,0.004,40.853,218.306,220.853,0.0,0.0,0.0,0.0,0.0,129.553,787.871,0.003,0.003,0.124,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0.089,0.25,0.067,0.103,1.201,834.0,0.1,0.67,103,0.416,0.079,0.004,40.853,218.306,220.853,0.0,0.0,0.0,0.0,0.0,129.553,787.871,0.003,0.003,0.124,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.089,0.25,0.065,0.104,1.195,855.0,0.5,0.676,105,0.416,0.079,0.004,40.853,218.306,220.853,0.0,0.0,0.0,0.0,0.0,129.553,787.871,0.003,0.003,0.124,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0.089,0.238,0.065,0.102,1.174,887.0,0.1,0.684,107,0.421,0.075,0.004,40.853,218.306,220.853,0.0,0.0,0.0,0.0,0.0,129.553,814.631,0.003,0.003,0.124,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.089,0.238,0.065,0.102,1.173,920.0,0.1,0.695,109,0.421,0.075,0.004,40.853,218.306,220.853,0.0,0.0,0.0,0.0,0.0,129.553,787.871,0.003,0.003,0.124,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
0.089,0.273,0.065,0.102,1.176,930.0,0.1,0.694,119,0.424,0.071,0.004,40.853,138.621,220.853,0.0,0.0,0.0,0.0,0.0,129.553,787.871,0.003,0.003,0.124,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.089,0.273,0.065,0.102,1.156,964.0,0.1,0.669,119,0.424,0.071,0.004,40.853,138.621,220.853,0.0,0.0,0.0,0.0,0.0,129.553,787.871,0.003,0.003,0.124,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.089,0.273,0.065,0.102,1.175,968.0,0.1,0.667,123,0.427,0.068,0.004,40.853,138.621,220.853,0.0,0.0,0.0,0.0,0.0,129.553,787.871,0.003,0.003,0.124,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0.089,0.273,0.065,0.102,1.178,979.0,0.1,0.671,123,0.427,0.068,0.004,40.853,138.621,220.853,0.0,0.0,0.0,0.0,0.0,129.553,787.871,0.003,0.003,0.124,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
0.089,0.273,0.065,0.102,1.183,990.0,0.1,0.675,123,0.427,0.068,0.004,40.853,138.621,220.853,0.0,0.0,0.0,0.0,0.0,129.553,787.871,0.003,0.003,0.124,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
0.089,0.273,0.065,0.102,1.195,1007.0,0.1,0.679,123,0.427,0.068,0.004,40.853,138.621,220.853,0.0,0.0,0.0,0.0,0.0,129.553,787.871,0.003,0.003,0.124,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.089,0.261,0.065,0.102,1.195,1007.0,0.1,0.679,125,0.431,0.065,0.003,40.853,138.621,220.853,0.0,0.0,0.0,0.0,0.0,129.553,814.631,0.003,0.003,0.124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.089,0.261,0.065,0.102,1.213,1025.0,0.1,0.668,127,0.431,0.065,0.003,40.853,138.621,220.853,0.0,0.0,0.0,0.0,0.0,129.553,814.631,0.002,0.003,0.124,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.089,0.261,0.065,0.102,1.195,1056.0,0.1,0.651,127,0.431,0.065,0.003,40.853,138.621,220.853,0.0,0.0,0.0,0.0,0.0,129.553,814.631,0.002,0.003,0.124,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
0.089,0.261,0.065,0.102,1.207,1063.0,0.1,0.646,127,0.431,0.065,0.003,40.853,138.621,220.853,0.0,0.0,0.0,0.0,0.0,129.553,814.631,0.002,0.003,0.124,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.089,0.25,0.065,0.102,1.203,1077.0,0.1,0.639,131,0.434,0.062,0.003,40.853,138.621,220.853,0.0,0.0,0.0,0.0,0.0,129.553,823.323,0.003,0.003,0.124,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0.089,0.25,0.065,0.102,1.186,1108.0,0.1,0.623,131,0.434,0.062,0.003,40.853,138.621,220.853,0.0,0.0,0.0,0.0,0.0,129.553,823.323,0.003,0.003,0.124,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
0.089,0.24,0.065,0.102,1.182,1119.0,0.1,0.618,133,0.437,0.059,0.003,40.853,138.621,220.853,0.0,0.0,0.0,0.0,0.0,183.306,823.323,0.003,0.003,0.124,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.089,0.24,0.065,0.102,1.268,1130.0,0.1,0.621,135,0.437,0.059,0.003,40.853,138.621,220.853,0.0,0.0,0.0,0.0,0.0,129.553,823.323,0.003,0.003,0.124,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0.089,0.24,0.065,0.102,1.258,1151.0,0.2,0.626,135,0.437,0.059,0.003,40.853,138.621,220.853,0.0,0.0,0.0,0.0,0.0,129.553,823.323,0.003,0.003,0.124,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0.089,0.24,0.065,0.102,1.245,1179.0,0.1,0.633,135,0.437,0.059,0.003,40.853,138.621,220.853,0.0,0.0,0.0,0.0,0.0,129.553,823.323,0.003,0.003,0.124,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.089,0.231,0.065,0.102,1.251,1184.0,0.1,0.634,139,0.439,0.057,0.003,40.853,138.621,220.853,0.0,0.0,0.0,0.0,0.0,129.553,823.323,0.003,0.003,0.124,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0.089,0.231,0.065,0.102,1.243,1201.0,0.1,0.639,139,0.439,0.057,0.003,40.853,138.621,220.853,0.0,0.0,0.0,0.0,0.0,129.553,823.323,0.003,0.003,0.124,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
0.089,0.222,0.065,0.102,1.231,1226.0,0.1,0.644,141,0.441,0.055,0.003,40.853,138.621,220.853,0.0,0.0,0.0,0.0,0.0,183.306,823.323,0.003,0.003,0.124,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.089,0.222,0.065,0.102,1.238,1248.0,0.1,0.65,143,0.441,0.055,0.003,40.853,138.621,220.853,0.0,0.0,0.0,0.0,0.0,183.306,823.323,0.003,0.003,0.124,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
0.089,0.214,0.065,0.102,1.226,1273.0,0.1,0.655,145,0.425,0.07,0.003,40.853,138.621,220.853,0.0,0.0,0.0,0.0,0.0,183.306,823.323,0.003,0.003,0.124,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.089,0.214,0.065,0.102,1.227,1287.0,0.1,0.658,150,0.425,0.07,0.003,40.853,164.476,220.853,0.0,0.0,0.0,0.0,0.0,129.553,823.323,0.002,0.003,0.124,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
0.089,0.214,0.065,0.102,1.212,1320.0,0.1,0.666,150,0.425,0.07,0.003,40.853,164.476,220.853,0.0,0.0,0.0,0.0,0.0,129.553,823.323,0.002,0.003,0.124,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.089,0.207,0.065,0.102,1.223,1323.0,0.1,0.664,157,0.411,0.085,0.003,41.204,164.476,220.853,0.0,0.0,0.0,0.0,0.0,129.553,823.323,0.002,0.003,0.124,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.089,0.207,0.065,0.102,1.21,1353.0,0.1,0.65,157,0.411,0.085,0.003,41.204,164.476,220.853,0.0,0.0,0.0,0.0,0.0,129.553,823.323,0.002,0.003,0.124,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.089,0.2,0.065,0.102,1.203,1369.0,0.1,0.644,159,0.399,0.095,0.003,41.204,218.306,220.853,0.0,0.0,0.0,0.0,0.0,183.306,823.323,0.002,0.003,0.124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.089,0.2,0.065,0.102,1.642,1399.0,0.1,0.63,161,0.399,0.095,0.003,41.204,218.306,220.853,0.0,0.0,0.0,0.0,0.0,183.306,823.323,0.002,0.003,0.124,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
0.089,0.2,0.065,0.102,1.627,1427.0,0.1,0.619,161,0.399,0.095,0.003,41.204,218.306,220.853,0.0,0.0,0.0,0.0,0.0,183.306,823.323,0.002,0.003,0.124,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.089,0.194,0.065,0.101,1.62,1446.0,0.1,0.611,163,0.391,0.093,0.003,41.204,218.306,221.204,0.0,0.0,0.0,0.0,0.0,183.306,823.323,0.002,0.003,0.124,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.089,0.194,0.065,0.102,1.697,1456.0,0.1,0.613,165,0.391,0.093,0.003,41.204,218.306,221.204,0.0,0.0,0.0,0.0,0.0,183.306,823.323,0.002,0.003,0.124,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0.089,0.194,0.065,0.102,1.687,1477.0,0.1,0.619,165,0.391,0.093,0.003,41.204,218.306,221.204,0.0,0.0,0.0,0.0,0.0,183.306,823.323,0.002,0.003,0.124,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0.089,0.194,0.065,0.101,1.7,1503.0,0.1,0.623,165,0.391,0.093,0.003,41.204,218.306,221.204,0.0,0.0,0.0,0.0,0.0,183.306,823.323,0.002,0.003,0.124,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.089,0.188,0.065,0.101,1.699,1513.0,0.1,0.625,169,0.383,0.091,0.002,41.204,218.306,221.204,0.0,0.0,0.0,0.0,0.0,183.306,814.631,0.002,0.003,0.124,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0.089,0.188,0.065,0.101,1.683,1542.0,0.1,0.632,169,0.383,0.091,0.002,41.204,218.306,221.204,0.0,0.0,0.0,0.0,0.0,183.306,814.631,0.002,0.003,0.124,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0
0.089,0.182,0.065,0.101,1.674,1560.0,0.1,0.635,171,0.376,0.089,0.002,41.204,218.306,221.204,0.0,0.0,0.0,0.0,0.0,183.306,814.631,0.002,0.003,0.124,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.089,0.182,0.065,0.101,1.693,1565.0,0.1,0.636,173,0.376,0.089,0.002,41.204,218.306,221.204,0.0,0.0,0.0,0.0,0.0,183.306,814.631,0.002,0.003,0.124,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0.089,0.182,0.065,0.101,1.687,1577.0,0.1,0.638,173,0.376,0.089,0.002,41.204,218.306,221.204,0.0,0.0,0.0,0.0,0.0,183.306,814.631,0.002,0.003,0.124,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0.089,0.182,0.065,0.101,1.67,1610.0,0.1,0.644,173,0.376,0.089,0.002,41.204,218.306,221.204,0.0,0.0,0.0,0.0,0.0,183.306,814.631,0.002,0.003,0.124,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0.089,0.176,0.065,0.101,1.664,1625.0,0.1,0.647,177,0.368,0.087,0.002,41.204,218.306,221.204,0.0,0.0,0.0,0.0,0.0,183.306,787.871,0.002,0.003,0.124,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0.089,0.176,0.065,0.101,1.655,1643.0,0.1,0.65,177,0.368,0.087,0.002,41.204,218.306,221.204,0.0,0.0,0.0,0.0,0.0,183.306,787.871,0.002,0.003,0.124,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.089,0.176,0.065,0.101,1.641,1673.0,0.1,0.656,177,0.368,0.087,0.002,41.204,218.306,221.204,0.0,0.0,0.0,0.0,0.0,183.306,787.871,0.002,0.003,0.124,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0.089,0.171,0.065,0.101,1.64,1676.0,0.1,0.656,179,0.362,0.086,0.002,41.204,218.306,221.204,0.0,0.0,0.0,0.0,0.0,183.306,787.871,0.002,0.003,0.124,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.089,0.171,0.065,0.102,1.639,1692.0,0.1,0.658,181,0.362,0.086,0.002,41.204,218.306,221.204,0.0,0.0,0.0,0.0,0.0,183.306,787.871,0.002,0.003,0.124,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0.089,0.171,0.065,0.102,1.624,1724.0,0.1,0.663,181,0.362,0.086,0.002,41.204,218.306,221.204,0.0,0.0,0.0,0.0,0.0,183.306,787.871,0.002,0.003,0.124,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.089,0.167,0.065,0.102,1.624,1724.0,0.1,0.663,183,0.356,0.084,0.01,41.204,218.306,221.204,0.0,0.0,0.0,0.0,0.0,183.306,787.871,0.002,0.003,0.124,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.089,0.167,0.065,0.102,1.809,1734.0,0.1,0.664,185,0.356,0.084,0.01,41.204,218.306,221.204,0.0,0.0,0.0,0.0,0.0,183.306,787.871,0.002,0.003,0.124,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
0.089,0.167,0.065,0.102,1.797,1760.0,0.1,0.668,185,0.356,0.084,0.01,41.204,218.306,221.204,0.0,0.0,0.0,0.0,0.0,183.306,787.871,0.002,0.003,0.124,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.089,0.162,0.065,0.102,1.795,1769.0,0.1,0.669,189,0.351,0.083,0.017,41.204,218.306,221.204,0.0,0.0,0.0,0.0,0.0,183.306,770.748,0.002,0.003,0.124,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0.089,0.162,0.065,0.102,1.791,1796.0,0.1,0.673,189,0.351,0.083,0.017,41.204,218.306,221.204,0.0,0.0,0.0,0.0,0.0,183.306,770.748,0.002,0.003,0.124,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.089,0.158,0.065,0.102,1.791,1796.0,0.1,0.673,191,0.345,0.082,0.017,41.204,218.306,221.204,0.0,0.0,0.0,0.0,0.0,422.225,770.748,0.002,0.003,0.124,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.089,0.158,0.066,0.102,1.79,1824.0,0.1,0.678,193,0.345,0.082,0.017,41.204,218.306,221.204,0.0,0.0,0.0,0.0,0.0,183.306,770.748,0.002,0.003,0.124,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.089,0.154,0.066,0.102,1.787,1832.0,0.1,0.678,198,0.339,0.08,0.017,41.204,218.306,221.204,0.0,0.0,0.0,0.0,0.0,183.306,770.748,0.002,0.003,0.124,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.089,0.154,0.067,0.102,1.784,1854.0,0.1,0.68,200,0.339,0.08,0.017,41.204,218.306,221.204,0.0,0.0,0.0,0.0,0.0,183.306,770.748,0.002,0.003,0.124,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
0.089,0.154,0.067,0.102,1.772,1880.0,0.1,0.671,200,0.339,0.08,0.017,41.204,218.306,221.204,0.0,0.0,0.0,0.0,0.0,183.306,770.748,0.002,0.003,0.124,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
0.089,0.15,0.067,0.102,1.768,1890.0,0.1,0.667,202,0.333,0.079,0.016,41.204,218.306,221.204,0.0,0.0,0.0,0.0,0.0,183.306,770.748,0.002,0.003,0.124,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0.089,0.15,0.067,0.102,1.755,1922.0,0.1,0.656,204,0.333,0.079,0.016,41.204,218.306,221.204,0.0,0.0,0.0,0.0,0.0,183.306,770.748,0.002,0.003,0.124,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
0.089,0.146,0.067,0.102,1.75,1937.0,0.1,0.651,208,0.327,0.078,0.016,41.204,218.306,221.204,0.0,0.0,0.0,0.0,0.0,183.306,612.727,0.002,0.003,0.124,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
0.089,0.146,0.067,0.102,1.736,1968.0,0.1,0.641,208,0.327,0.078,0.016,41.204,218.306,221.204,0.0,0.0,0.0,0.0,0.0,183.306,612.727,0.002,0.003,0.124,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0
